ID,Time(s),HeartRate(1/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,CoreTemperature(degC),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),Hematocrit,ArterialBloodPH,WhiteBloodCellCount(ct/uL),Bicarbonate-BloodConcentration(mg/dL),Creatinine-BloodConcentration(mg/dL),Lactate-BloodConcentration(mg/dL)
1,0.02,54.55,93.9,110,75.4,14.71,0.979,0.029,37.1,4.25,795,3.62,0,7.43878,7002.81,159.34,1.06,7.46
1,900.04,54.55,94,110,75.5,14.56,0.978,0.03,37.2,4.26,795,3.57,0,7.450243,6969.84,159.57,1,7.38
1,1800.06,53.57,94.3,111,75.4,14.63,0.978,0.03,37.3,4.3,795,3.73,0,7.451712,6878.35,160.48,0.95,7.38
1,2700.08,52.63,94.4,111,75.1,14.63,0.978,0.03,37.4,4.32,795,3.68,0,7.449713,6825.03,161.04,0.91,7.41
1,3600.1,52.63,94.6,111,75.2,14.63,0.978,0.03,37.5,4.34,795,3.74,0,7.448914,6798.59,161.31,0.88,7.45
1,4500.12,52.63,94.6,111,75.2,14.71,0.978,0.03,37.5,4.34,795,3.8,0,7.449512,6787.65,161.42,0.84,7.5
1,5400.14,52.63,94.6,111,75.2,14.71,0.978,0.03,37.6,4.35,795,3.79,0,7.449104,6785.69,161.43,0.81,7.56
1,6300.16,52.63,94.6,111,75.2,14.78,0.978,0.03,37.7,4.34,795,3.77,0,7.449678,6788.96,161.39,0.77,7.62
1,7200.18,52.63,94.6,111,75.2,14.85,0.977,0.03,37.7,4.34,795,3.73,0,7.449859,6795.34,161.31,0.74,7.68
1,8100.2,51.72,94.7,112,74.9,15,0.978,0.03,37.8,4.3,795,3.76,0,7.457005,6766.84,161.54,0.72,7.72
1,9000.22,50.85,94.7,112,74.4,15.23,0.978,0.03,37.8,4.37,795,3.77,0,7.451248,6687.18,162.4,0.69,7.75
1,9900.24,50.85,95.1,113,74.8,15.46,0.978,0.03,37.9,4.41,795,3.89,0,7.448211,6647.8,162.85,0.66,7.81
1,10800.26,50.85,95.1,113,74.8,15.71,0.977,0.03,37.9,4.41,795,3.91,0,7.452177,6636.39,162.97,0.64,7.87
1,11700.28,50.85,95.1,113,74.8,16.13,0.978,0.031,38,4.41,795,3.91,0,7.463932,6641.31,162.89,0.62,7.94
1,12600.3,50.85,95,113,74.7,16.57,0.977,0.031,38,4.4,795,3.9,0,7.465782,6655.55,162.78,0.59,8
1,13500.32,50.85,94.9,113,74.6,16.95,0.977,0.03,38,4.39,795,3.88,0,7.453418,6675.13,162.78,0.57,8.07
1,14400.34,50.85,94.9,113,74.6,17.44,0.977,0.03,38.1,4.33,795,3.8,0,7.455346,6697.8,162.64,0.55,8.15
1,15300.36,51.72,94.8,112,74.9,17.86,0.977,0.03,38.1,4.37,795,3.85,0,7.456464,6722.57,162.48,0.53,8.23
1,16200.38,51.72,94.7,112,74.8,18.29,0.976,0.03,38.1,4.36,795,3.77,0,7.456369,6747.89,162.32,0.51,8.33
1,17100.4,52.63,95,112,75.5,18.63,0.976,0.03,38.1,4.37,795,3.76,0,7.45873,6773.52,162.16,0.49,8.44
1,18000.42,52.63,94.5,111,75.2,18.99,0.976,0.03,38.2,4.34,795,3.74,0,7.460167,6799.33,162,0.48,8.56
1,18900.44,52.63,94.4,111,75.1,19.23,0.975,0.03,38.2,4.32,795,3.69,0,7.458758,6824.57,161.87,0.46,8.68
1,19800.46,53.57,94.8,111,75.7,19.48,0.975,0.03,38.2,4.35,795,3.74,0,7.461948,6849.21,161.71,0.44,8.82
1,20700.48,53.57,94.3,111,75.4,19.74,0.975,0.03,38.2,4.31,795,3.67,0,7.45972,6873.63,161.6,0.43,8.96
1,21600.5,53.57,94.2,111,75.2,20,0.974,0.03,38.2,4.29,795,3.68,0,7.461748,6897.42,161.45,0.41,9.15
1,22500.52,53.57,93.9,110,75,20.13,0.974,0.03,38.3,4.26,795,3.62,0,7.467204,6920.45,161.31,0.4,10.11
1,23400.54,54.55,94.1,110,75.6,20.27,0.974,0.03,38.3,4.28,795,3.64,0,7.469374,6943.39,161.15,0.38,12.8
1,24300.56,54.55,94,110,75.5,20.41,0.973,0.03,38.3,4.26,795,3.58,0,7.471265,6965.91,161.01,0.37,17.61
1,25200.58,54.55,93.9,110,75.4,20.55,0.973,0.03,38.3,4.25,795,3.64,0,7.472818,6988.14,160.89,0.36,23.9
1,26100.6,55.56,94.2,110,76.1,20.55,0.973,0.031,38.3,4.27,795,3.55,0,7.479847,7012.53,160.69,0.35,31.23
1,27000.62,55.56,93.8,110,75.7,20.69,0.973,0.03,38.3,4.24,795,3.62,0,7.479234,7039.19,160.55,0.34,39.82
1,27900.64,55.56,93.7,109,75.6,20.83,0.973,0.03,38.3,4.22,795,3.55,0,7.480273,7065.24,160.42,0.32,49.26
1,28800.66,56.6,94,110,76.3,20.83,0.973,0.03,38.3,4.24,795,3.51,0,7.479445,7090.24,160.32,0.31,59
1,29700.68,56.6,93.9,109,76.2,20.98,0.973,0.03,38.4,4.23,795,3.51,0,7.481149,7096.36,160.4,0.3,68.32
1,30600.7,55.56,93.5,109,75.5,21.13,0.972,0.031,38.4,4.21,795,3.52,0,7.482201,7079.13,160.74,0.29,76.55
1,31500.72,55.56,93.6,109,75.5,21.13,0.972,0.031,38.4,4.22,795,3.51,0,7.481337,7075.16,160.97,0.28,83.06
1,32400.74,55.56,93.6,109,75.6,21.28,0.972,0.031,38.4,4.21,795,3.55,0,7.48167,7078.56,161.12,0.26,89.11
1,33300.76,56.6,93.6,109,76,21.28,0.972,0.031,38.4,4.27,795,3.52,0,7.481891,7089.66,161.2,0.26,95
1,34200.78,56.6,93.5,109,75.9,21.43,0.972,0.031,38.4,4.21,795,3.56,0,7.483304,7106.69,161.21,0.25,100.9
1,35100.8,56.6,93.4,109,75.9,21.43,0.972,0.031,38.4,4.2,795,3.49,0,7.482949,7127.16,161.21,0.24,106.77
1,36000.82,56.6,93.4,109,75.8,21.43,0.972,0.031,38.4,4.19,795,3.47,0,7.482022,7149.54,161.2,0.23,112.58
1,36900.84,56.6,93.3,109,75.7,21.58,0.972,0.031,38.4,4.18,795,3.52,0,7.483261,7173.11,161.16,0.22,118.38
1,37800.86,57.69,93.2,108,76.1,21.58,0.972,0.031,38.4,4.17,795,3.51,0,7.482816,7197.86,161.13,0.21,124.01
1,38700.88,57.69,93.1,108,76,21.58,0.972,0.031,38.4,4.16,795,3.5,0,7.482384,7223.19,161.08,0.21,129.52
1,39600.9,57.69,93,108,75.9,21.74,0.972,0.031,38.5,4.14,795,3.45,0,7.483648,7248.38,161.03,0.2,134.97
1,40500.92,57.69,92.6,108,75.5,21.74,0.972,0.031,38.5,4.11,795,3.47,0,7.483055,7273.47,160.99,0.19,140.33
1,41400.94,58.82,92.9,108,76.2,21.74,0.972,0.031,38.5,4.13,795,3.44,0,7.482606,7298.99,160.95,0.18,145.51
1,42300.96,58.82,92.8,107,76.1,21.74,0.972,0.031,38.5,4.11,795,3.36,0,7.482135,7324.18,160.91,0.18,150.58
1,43200.98,58.82,92.7,107,76,21.74,0.972,0.031,38.5,4.1,795,3.37,0,7.481861,7348.88,160.87,0.17,155.52
1,44101,58.82,92.2,107,75.6,21.9,0.972,0.031,38.5,4.07,795,3.35,0,7.482621,7373.32,160.83,0.17,160.38
1,45001.02,60,92.6,107,76.3,21.9,0.972,0.031,38.5,4.09,795,3.34,0,7.48213,7398.03,160.8,0.16,165.01
1,45901.04,60,92.5,107,76.2,21.9,0.972,0.03,38.5,4.08,795,3.37,0,7.481619,7422.45,160.76,0.15,169.57
1,46801.06,60,92.4,107,76.1,21.9,0.972,0.03,38.5,4.06,795,3.27,0,7.481919,7447.76,160.72,0.15,175.13
1,47701.08,61.22,92.5,107,76.7,21.9,0.972,0.031,38.5,4.09,795,3.26,0,7.483271,7476.6,160.62,0.15,180.86
1,48601.1,61.22,92.2,106,76.4,21.9,0.972,0.03,38.5,4.04,795,3.3,0,7.483451,7507.16,160.53,0.14,185.47
1,49501.12,61.22,92.1,106,76.3,21.9,0.972,0.03,38.5,4.03,795,3.28,0,7.483232,7536.55,160.46,0.14,189.86
1,50401.14,61.22,92,106,76.2,21.9,0.972,0.03,38.5,4.02,795,3.27,0,7.482041,7564.67,160.4,0.13,194.14
1,51301.16,61.22,91.8,106,76.1,22.06,0.972,0.031,38.6,4,795,3.28,0,7.485963,7568.78,160.54,0.12,194.12
1,52201.18,61.22,92.1,106,76.4,22.06,0.971,0.031,38.6,4.01,795,3.3,0,7.48203,7541.45,161.06,0.12,196.42
1,53101.2,61.22,92.1,106,76.5,22.22,0.972,0.03,38.6,4.01,795,3.3,0,7.478449,7534.76,161.43,0.12,198.97
1,54001.22,61.22,92.1,106,76.4,22.22,0.972,0.031,38.6,4.01,795,3.29,0,7.484584,7541.51,161.53,0.11,201.57
1,54901.24,61.22,92,106,76.4,22.06,0.971,0.031,38.6,4.01,795,3.28,0,7.481132,7556.81,161.62,0.11,204.36
1,55801.26,61.22,92,106,76.3,22.22,0.972,0.031,38.6,4,795,3.25,0,7.479729,7577.58,161.72,0.1,207.25
1,56701.28,62.5,92.1,106,76.8,22.22,0.972,0.031,38.6,4.01,795,3.2,0,7.47819,7602.09,161.77,0.1,210.16
1,57601.3,62.5,91.8,105,76.6,22.22,0.972,0.03,38.6,3.98,795,3.21,1,7.471797,7629.43,162.18,0.1,213.07
1,58501.32,62.5,91.7,105,76.4,22.39,0.972,0.031,38.6,3.97,795,3.17,1,7.479429,7657.68,161.76,0.09,215.96
1,59401.34,62.5,91.6,105,76.3,22.22,0.972,0.031,38.6,3.96,795,3.22,1,7.483624,7686.34,161.68,0.09,218.93
1,60301.36,63.83,91.5,105,76.7,22.22,0.972,0.031,38.6,3.96,795,3.17,1,7.484236,7715.49,161.63,0.09,221.85
1,61201.38,63.83,91.4,105,76.6,22.22,0.972,0.031,38.6,3.94,795,3.14,1,7.483659,7744.84,161.6,0.08,224.77
1,62101.4,63.83,91.3,105,76.5,22.22,0.972,0.031,38.6,3.93,795,3.14,1,7.480615,7773.52,161.6,0.08,227.66
1,63001.42,63.83,91.2,104,76.4,22.22,0.972,0.03,38.6,3.92,795,3.1,1,7.478581,7801.67,161.6,0.08,230.59
1,63901.44,65.22,91.1,104,76.7,22.39,0.972,0.03,38.6,3.91,795,3.11,1,7.475619,7830.03,161.99,0.08,233.42
1,64801.46,65.22,91,104,76.6,22.39,0.972,0.03,38.6,3.9,795,3.1,1,7.476172,7858.07,161.66,0.07,236.2
1,65701.48,65.22,90.9,104,76.5,22.39,0.972,0.031,38.7,3.89,795,3.07,1,7.484152,7885.26,161.48,0.07,238.9
1,66601.5,65.22,90.8,104,76.5,22.39,0.972,0.031,38.7,3.88,795,3.08,1,7.486186,7911.78,161.42,0.07,241.63
1,67501.52,65.22,90.8,104,76.4,22.22,0.971,0.031,38.7,3.8,795,3.02,1,7.480697,7937.87,161.42,0.07,244.29
1,68401.54,66.67,90.7,103,76.7,22.39,0.972,0.03,38.7,3.86,795,3.06,1,7.479054,7964.3,161.45,0.06,246.89
1,69301.56,66.67,90.6,103,76.6,22.39,0.971,0.031,38.7,3.85,795,3.05,1,7.48532,7990.1,161.34,0.06,249.41
1,70201.58,66.67,90.5,103,76.5,22.39,0.971,0.031,38.7,3.84,795,2.99,1,7.486162,8015.22,161.3,0.06,251.73
1,71101.6,66.67,90.4,103,76.5,22.39,0.971,0.031,38.7,3.83,795,2.99,1,7.486642,8039.88,161.28,0.06,253.96
1,72001.62,68.18,90.6,103,77,22.39,0.971,0.031,38.7,3.84,796,3,1,7.486605,8064.72,161.27,0.06,256.15
1,72901.64,66.67,89.8,102,76,22.39,0.971,0.031,38.7,3.78,796,3.04,1,7.481382,8066.07,161.53,0.05,256.1
1,73801.66,66.67,90.6,103,76.7,22.56,0.972,0.031,38.7,3.83,796,3.05,1,7.481616,8009.71,162.35,0.05,257.36
1,74701.68,66.67,90.6,103,76.8,22.39,0.971,0.031,38.7,3.84,796,3.01,1,7.485897,7991.23,162.62,0.05,259.39
1,75601.7,66.67,90.6,103,76.7,22.56,0.972,0.031,38.7,3.84,796,3,1,7.475138,7997.92,163.68,0.05,261.36
1,76501.72,66.67,90.5,103,76.6,22.56,0.972,0.031,38.7,3.83,796,3.03,1,7.490137,8019.06,162.96,0.05,263.34
1,77401.74,66.67,90.4,103,76.5,22.39,0.971,0.031,38.8,3.82,796,3.01,1,7.482683,8048.41,163.05,0.05,265.42
1,78301.76,68.18,90.3,102,76.9,22.56,0.972,0.031,38.8,3.81,796,3.03,1,7.478416,8082.87,163.51,0.04,267.55
1,79201.78,68.18,90.2,102,76.7,22.56,0.972,0.031,38.8,3.8,796,3.01,1,7.490464,8120.17,162.98,0.04,269.65
1,80101.8,68.18,90,102,76.6,22.56,0.971,0.031,38.8,3.78,796,2.98,1,7.483157,8157.85,162.97,0.04,271.82
1,81001.82,68.18,89.7,102,76.3,22.56,0.972,0.031,38.8,3.76,796,2.92,1,7.476119,8195.12,163.66,0.04,274.03
1,81901.84,69.77,89.8,102,76.8,22.56,0.972,0.031,38.8,3.76,796,2.95,1,7.486121,8232.61,162.9,0.04,276.26
1,82801.86,69.77,89.7,101,76.6,22.56,0.971,0.031,38.8,3.75,796,2.9,1,7.489929,8268.92,162.79,0.04,278.48
1,83701.88,69.77,89.5,101,76.5,22.56,0.971,0.031,38.8,3.73,796,2.85,1,7.486434,8303.77,162.77,0.04,280.82
1,84601.9,71.43,89.1,101,76.5,22.56,0.971,0.031,38.8,3.78,796,2.89,1,7.482989,8337.61,162.77,0.04,283.22
1,85501.92,71.43,89.3,101,76.7,22.56,0.971,0.031,38.8,3.71,796,2.91,1,7.475067,8371.18,163.37,0.03,285.64
1,86401.94,71.43,89.2,101,76.6,22.73,0.972,0.031,38.8,3.7,796,2.83,1,7.484647,8403.24,162.78,0.03,287.98
1,87301.96,71.43,89.1,100,76.5,22.56,0.971,0.031,38.8,3.69,796,2.87,1,7.487493,8433.96,162.61,0.03,290.34
1,88201.98,71.43,89,100,76.4,22.56,0.971,0.031,38.9,3.68,796,2.81,1,7.487368,8463.48,162.56,0.03,292.66
1,89102,73.17,88.9,100,76.7,22.56,0.971,0.031,38.9,3.68,796,2.81,1,7.486397,8492.6,162.54,0.03,295.01
1,90002.02,73.17,88.8,100,76.6,22.56,0.971,0.031,38.9,3.67,796,2.82,1,7.482894,8521.71,162.55,0.03,297.31
1,90902.04,73.17,88.7,100,76.5,22.56,0.971,0.031,38.9,3.66,796,2.78,1,7.489354,8549.69,162.44,0.03,299.33
1,91802.06,73.17,88.6,100,76.4,22.56,0.971,0.031,38.9,3.65,796,2.82,1,7.489421,8576.84,162.41,0.03,301.28
1,92702.08,73.17,88.4,100,76.3,22.56,0.971,0.031,38.9,3.64,796,2.74,1,7.489236,8603.22,162.39,0.03,303.09
1,93602.1,75,88.4,99,76.6,22.56,0.97,0.031,38.9,3.64,796,2.79,1,7.48917,8629.67,162.37,0.03,304.86
1,94502.12,75,88.6,99,76.8,22.73,0.971,0.031,38.9,3.65,796,2.76,1,7.487321,8627.55,162.63,0.02,303.39
1,95402.14,73.17,88.7,100,76.5,22.73,0.971,0.031,38.9,3.66,796,2.78,1,7.482138,8559.06,163.79,0.02,303.93
1,96302.16,73.17,88.7,100,76.6,22.73,0.971,0.031,38.9,3.67,796,2.82,1,7.491726,8537.26,163.81,0.02,305.93
1,97202.18,73.17,88.7,100,76.5,22.73,0.971,0.031,38.9,3.66,796,2.78,1,7.476524,8545.59,165.07,0.02,307.85
1,98102.2,73.17,88.6,100,76.4,22.73,0.971,0.031,39,3.66,796,2.82,1,7.492143,8570.85,164.16,0.02,309.73
1,99002.22,73.17,88.4,100,76.2,22.73,0.971,0.031,39,3.65,796,2.74,1,7.485446,8605.34,164.56,0.02,311.59
1,99902.24,75,88.3,99,76.4,22.9,0.971,0.031,39,3.64,796,2.75,1,7.489578,8645.83,164.39,0.02,313.46
1,100802.26,75,88.1,99,76.3,22.73,0.971,0.031,39,3.63,796,2.76,1,7.49125,8688.41,164.15,0.02,315.24
1,101702.28,75,87.9,99,76.1,22.9,0.971,0.031,39,3.62,796,2.74,1,7.481573,8731.01,164.79,0.02,316.91
1,102602.3,76.92,87.8,98,76.3,22.9,0.971,0.031,39,3.62,796,2.73,1,7.488904,8773.23,164.16,0.02,318.55
1,103502.32,76.92,87.6,98,76.1,22.73,0.971,0.031,39,3.61,796,2.71,1,7.491006,8815.27,164,0.02,320.13
1,104402.34,76.92,87.4,98,75.9,22.9,0.971,0.031,39,3.6,796,2.7,1,7.483078,8855.39,164.57,0.02,321.61
1,105302.36,76.92,87.2,98,75.7,22.9,0.971,0.031,39,3.6,796,2.7,1,7.488373,8893.6,164,0.02,322.99
1,106202.38,78.95,87.1,97,75.9,22.9,0.971,0.031,39,3.6,796,2.72,1,7.492769,8931.26,163.85,0.02,324.39
1,107102.4,78.95,86.9,97,75.7,22.9,0.971,0.031,39,3.59,796,2.71,1,7.47919,8967.19,164.6,0.02,325.6
1,108002.42,78.95,86.7,97,75.5,22.9,0.971,0.031,39,3.59,796,2.68,1,7.491137,9001.29,163.81,0.02,326.62
1,108902.44,78.95,86.6,97,75.4,22.9,0.971,0.031,39,3.59,796,2.66,1,7.487774,9033.87,163.77,0.01,327.53
1,109802.46,81.08,86.5,96,75.6,23.08,0.971,0.031,39,3.59,796,2.64,1,7.484008,9066.13,164.17,0.01,328.38
1,110702.48,81.08,86.3,96,75.4,22.9,0.971,0.031,39.1,3.59,796,2.65,1,7.488204,9097.9,163.7,0.01,328.95
1,111602.5,81.08,86.1,96,75.2,23.08,0.971,0.031,39.1,3.59,796,2.67,1,7.480476,9128.34,164.32,0.01,329.37
1,112502.52,81.08,86,96,75.1,22.9,0.97,0.031,39.1,3.59,796,2.65,1,7.49052,9157.65,163.61,0.01,329.49
1,113402.54,81.08,85.4,95,74.6,22.9,0.97,0.031,39.1,3.57,796,2.63,1,7.490258,9186.06,163.6,0.01,329.35
1,114302.56,83.33,85.7,95,75.1,23.08,0.97,0.031,39.1,3.59,796,2.62,1,7.491713,9215.23,163.58,0.01,329.04
1,115202.58,83.33,85.5,95,74.9,23.08,0.97,0.031,39.1,3.59,796,2.64,1,7.490584,9243.48,163.57,0.01,328.55
1,116102.6,83.33,85.5,95,74.9,23.08,0.971,0.031,39.1,3.6,796,2.67,1,7.48449,9238.62,164.08,0.01,325.35
1,117002.62,83.33,85.6,95,74.9,23.08,0.971,0.031,39.1,3.62,796,2.66,1,7.492199,9202.95,164.31,0.01,325.16
1,117902.64,83.33,85.5,95,74.9,23.26,0.971,0.031,39.1,3.64,796,2.64,1,7.484567,9201.17,165.18,0.01,325.1
1,118802.66,83.33,85.3,95,74.7,23.26,0.971,0.031,39.1,3.64,796,2.67,1,7.47702,9218.96,165.98,0.01,324.89
1,119702.68,83.33,85.1,95,74.6,23.08,0.971,0.031,39.1,3.65,796,2.69,1,7.482765,9248.12,165.29,0.01,324.49
1,120602.7,85.71,85,95,74.6,23.26,0.971,0.032,39.1,3.65,796,2.68,1,7.493804,9284.16,164.89,0.01,323.88
1,121502.72,85.71,84.7,94,74.4,23.26,0.971,0.031,39.1,3.66,796,2.68,1,7.488031,9325.14,165.06,0.01,323.08
1,122402.74,85.71,84.5,94,74.2,23.26,0.971,0.031,39.1,3.66,796,2.68,1,7.477614,9367,165.79,0.01,321.98
1,123302.76,85.71,84.2,94,74,23.26,0.971,0.031,39.1,3.66,796,2.67,1,7.475427,9408.43,165.99,0.01,320.56
1,124202.78,88.24,84,93,74.1,23.26,0.971,0.031,39.1,3.67,796,2.66,1,7.47911,9449.51,165.58,0.01,318.75
1,125102.8,88.24,83.8,93,73.9,23.26,0.971,0.031,39.1,3.67,796,2.63,1,7.485706,9490.36,165,0.01,316.69
1,126002.82,88.24,83.5,93,73.6,23.26,0.972,0.031,39,3.67,796,2.64,1,7.49307,9529.16,164.85,0.01,314.38
1,126902.84,88.24,83.2,93,73.3,23.44,0.971,0.031,39,3.67,796,2.67,1,7.490991,9565.99,164.86,0.01,311.9
1,127802.86,90.91,83,92,73.4,23.44,0.971,0.031,39,3.69,796,2.64,1,7.485322,9602.12,165.06,0.01,309.37
1,128702.88,90.91,82.7,92,73.2,23.44,0.971,0.031,39,3.69,796,2.67,1,7.478271,9638.15,165.55,0.01,306.7
1,129602.9,90.91,82.5,92,72.9,23.44,0.971,0.031,39,3.7,796,2.64,1,7.473703,9672.4,165.94,0.01,303.78
1,130502.92,90.91,82.3,92,72.6,23.44,0.971,0.031,39,3.71,796,2.64,1,7.472026,9705.14,166.12,0.01,300.73
1,131402.94,90.91,82,91,72.3,23.44,0.971,0.031,39,3.72,796,2.65,1,7.471377,9736.58,166.09,0.01,297.48
1,132302.96,93.75,81.8,91,72.4,23.62,0.971,0.031,39,3.74,796,2.67,1,7.471567,9768.37,166.01,0.01,294.23
1,133202.98,93.75,81.5,91,72.1,23.62,0.971,0.031,39,3.75,796,2.64,1,7.472574,9799.84,165.98,0.01,290.75
1,134103,93.75,81.2,90,71.7,23.44,0.971,0.031,39,3.76,796,2.66,1,7.484741,9829.89,164.89,0.01,287.06
1,135003.02,93.75,80.9,90,71.3,23.44,0.972,0.032,39,3.77,796,2.67,1,7.492468,9858.71,164.87,0.01,283.22
1,135903.04,93.75,80.6,90,70.9,23.62,0.972,0.031,38.9,3.78,796,2.64,1,7.491363,9886.48,164.92,0.01,279.27
1,136803.06,96.77,80.3,89,71,23.62,0.971,0.031,38.9,3.79,796,2.67,1,7.485668,9915.26,164.98,0.01,275.27
1,137703.08,96.77,80.2,89,70.8,23.81,0.972,0.031,38.9,3.82,796,2.71,1,7.476665,9906.59,166.3,0.01,267.24
1,138603.1,96.77,80.2,89,70.8,23.81,0.972,0.031,38.9,3.85,796,2.74,1,7.477704,9864.5,166.65,0.01,263.19
1,139503.12,96.77,80.1,89,70.5,23.81,0.972,0.031,38.9,3.88,796,2.71,1,7.476767,9861.7,167.05,0.01,259.68
1,140403.14,96.77,79.8,89,70.2,23.81,0.972,0.031,38.9,3.9,796,2.73,1,7.476048,9881.4,167.37,0.01,256.42
1,141303.16,96.77,79.5,89,69.8,23.81,0.972,0.031,38.8,3.91,796,2.76,1,7.475595,9913.59,167.51,0.01,253.03
1,142203.18,96.77,79.2,88,69.4,23.81,0.972,0.032,38.8,3.93,796,2.73,1,7.480801,9950.2,166.78,0.01,243.1
1,143103.2,96.77,78.7,88,68.9,23.81,0.973,0.032,38.8,3.93,796,2.72,1,7.487043,9990.36,166.7,0.01,236.96
1,144003.22,100,78.4,87,69,23.81,0.973,0.032,38.8,3.95,796,2.73,1,7.483525,10034.06,166.85,0,231.65
1,144903.24,100,78,87,68.5,23.81,0.972,0.031,38.8,3.96,796,2.78,1,7.475669,10076.79,167.41,0,226.57
1,145803.26,100,77.5,87,68,24,0.973,0.031,38.7,3.97,796,2.75,1,7.476043,10117.57,167.64,0,221.61
1,146703.28,100,77.1,86,67.5,24,0.973,0.031,38.7,3.98,796,2.74,1,7.475942,10156.1,167.68,0,216.75
1,147603.3,100,76.6,86,66.9,24,0.973,0.032,38.7,3.99,796,2.79,1,7.478656,10192.24,167.3,0,211.93
1,148503.32,103.45,76.2,85,66.9,24,0.973,0.032,38.7,4.01,796,2.79,1,7.483258,10228.18,167.07,0,206.99
1,149403.34,103.45,75.8,85,66.4,24,0.973,0.032,38.6,4.03,796,2.8,1,7.48495,10262.4,167.13,0,202.13
1,150303.36,103.45,75.4,84,66,24,0.973,0.032,38.6,4.05,796,2.8,1,7.484962,10294.08,167.2,0,197.35
1,151203.38,103.45,75,84,65.5,24.19,0.973,0.032,38.6,4.06,796,2.81,1,7.479621,10323.71,167.4,0,192.63
1,152103.4,103.45,74.6,84,65.1,24.19,0.974,0.032,38.6,4.08,796,2.81,1,7.477746,10351.8,167.8,0,187.95
1,153003.42,103.45,74.2,83,64.7,24.19,0.973,0.032,38.6,4.1,796,2.82,1,7.476553,10378.49,167.76,0,183.32
1,153903.44,103.45,73.8,83,64.3,24.19,0.974,0.032,38.5,4.12,796,2.83,1,7.477538,10403.89,167.86,0,178.76
1,154803.46,103.45,73.4,82,63.9,24.39,0.974,0.031,38.5,4.13,796,2.84,1,7.462096,10428.07,170.14,0,173.65
1,155703.48,107.14,73,82,63.8,24.19,0.974,0.032,38.5,4.15,796,2.83,1,7.475116,10451.74,168.27,0,169.38
1,156603.5,107.14,72.6,81,63.4,24.19,0.974,0.032,38.5,4.17,796,2.83,1,7.475834,10476.87,168.15,0,165.41
1,157503.52,107.14,72.2,81,63,24.19,0.974,0.032,38.4,4.19,796,2.87,1,7.476508,10500.09,168.06,0,161.68
1,158403.54,107.14,71.8,81,62.6,24.19,0.974,0.032,38.4,4.2,796,2.88,1,7.476889,10521.77,167.96,0,158.32
1,159303.56,107.14,71.6,80,62.4,24.59,0.975,0.032,38.4,4.23,796,2.87,1,7.470381,10501.39,170.13,0,153.89
1,160203.58,107.14,71.6,80,62.3,24.39,0.975,0.032,38.4,4.28,796,2.89,1,7.469619,10448.97,170.28,0,151.66
1,161103.6,107.14,71.3,80,62,24.59,0.975,0.032,38.3,4.3,796,2.94,1,7.471837,10441.98,170.74,0,149.14
1,162003.62,107.14,70.9,80,61.7,24.59,0.975,0.032,38.3,4.32,796,2.95,1,7.471734,10459.29,170.93,0,146.83
1,162903.64,107.14,70.5,79,61.2,24.59,0.975,0.032,38.3,4.33,796,2.93,1,7.4719,10488.87,171.02,0,144.68
1,163803.66,107.14,70,79,60.7,24.59,0.975,0.032,38.3,4.34,796,2.92,1,7.472518,10523.88,171.06,0,142.69
1,164703.68,107.14,69.4,78,60.2,24.59,0.976,0.032,38.2,4.34,796,2.95,1,7.47318,10560.43,171.08,0,140.87
1,165603.7,107.14,68.9,78,59.7,24.59,0.976,0.032,38.2,4.35,796,2.97,1,7.47384,10596.35,171.07,0,139.19
1,166503.72,107.14,68.4,77,59.2,24.59,0.976,0.032,38.2,4.36,796,2.95,1,7.474495,10630.54,171.06,0,137.7
1,167403.74,107.14,67.9,77,58.7,24.59,0.976,0.032,38.2,4.36,796,2.93,1,7.475039,10662.56,171.05,0,136.38
1,168303.76,107.14,67.5,77,58.2,24.59,0.976,0.032,38.1,4.37,796,2.95,1,7.475472,10692.37,171.04,0,135.23
1,169203.78,107.14,67,76,57.7,24.59,0.976,0.033,38.1,4.38,796,2.98,1,7.475887,10720.05,171.04,0,134.22
1,170103.8,107.14,66.6,76,57.2,24.59,0.976,0.033,38.1,4.39,796,2.96,1,7.476355,10745.77,171.03,0,133.36
1,171003.82,107.14,66.2,75,56.8,24.59,0.976,0.033,38.1,4.39,796,2.94,1,7.4768,10769.72,171.03,0,132.65
1,171903.84,107.14,65.8,75,56.4,24.59,0.976,0.033,38.1,4.4,796,2.96,1,7.47718,10792.12,171.04,0,132.07
1,172803.86,107.14,65.4,75,56,24.59,0.976,0.033,38,4.41,796,3,1,7.477539,10813.17,171.06,0,131.62
1,173703.88,111.11,65,74,56,24.59,0.976,0.033,38,4.42,795,3.02,1,7.478165,10836.74,171.08,0,131.32
1,174603.9,111.11,64.6,73,55.6,24.59,0.976,0.033,38,4.43,795,2.99,1,7.478237,10858.3,171.17,0,131.1
1,175503.92,111.11,64.3,73,55.2,24.59,0.976,0.033,38,4.44,795,2.98,1,7.478674,10878.1,171.25,0,130.96
1,176403.94,111.11,63.9,73,54.9,24.59,0.976,0.033,38,4.45,795,3,1,7.479251,10896.62,171.33,0,130.89
