ID,Time(s),HeartRate(1/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,CoreTemperature(degC),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),Hematocrit,ArterialBloodPH,WhiteBloodCellCount(ct/uL),Bicarbonate-BloodConcentration(mg/dL),Creatinine-BloodConcentration(mg/dL),Lactate-BloodConcentration(mg/dL)
42,84601.9,100,89.1,105,72,21.13,0.971,0.03,37.7,5.19,622,3.5,1,7.444958,7964.19,163.72,0.02,166.77
42,85501.92,100,88.9,105,71.9,21.13,0.971,0.03,37.7,5.17,622,3.44,1,7.444676,7995.83,163.67,0.02,168.82
42,86401.94,100,88.8,105,71.8,21.13,0.97,0.03,37.7,5.15,622,3.39,1,7.443845,8024.98,163.62,0.02,170.96
42,87301.96,100,88.7,105,71.7,21.28,0.971,0.03,37.7,5.14,622,3.45,1,7.445179,8051.85,163.59,0.02,173.09
42,88201.98,100,88.7,105,71.6,21.28,0.971,0.03,37.7,5.13,622,3.37,1,7.443781,8076.83,163.56,0.02,175.19
42,89102,100,88.6,105,71.5,21.28,0.97,0.03,37.7,5.12,622,3.34,1,7.442107,8100.39,163.54,0.02,177.32
42,90002.02,100,88.5,105,71.4,21.28,0.97,0.03,37.7,5.11,622,3.39,1,7.440607,8122.81,163.52,0.02,179.42
42,90902.04,103.45,88.4,104,72.1,21.13,0.969,0.03,37.7,5.1,622,3.41,1,7.4499,8146.88,163.38,0.02,181.52
42,91802.06,103.45,88.4,104,72.1,21.13,0.969,0.03,37.7,5.09,622,3.39,1,7.44996,8170.45,163.34,0.02,183.5
42,92702.08,103.45,88.3,104,72,21.13,0.969,0.03,37.7,5.08,622,3.37,1,7.450077,8192.73,163.31,0.02,185.39
42,93602.1,103.45,88.2,104,72,21.13,0.969,0.03,37.7,5.07,622,3.35,1,7.450056,8214.05,163.29,0.02,187.21
42,94502.12,103.45,88.3,104,72.1,21.28,0.97,0.03,37.7,5.07,622,3.35,1,7.445468,8196.44,163.66,0.02,187.57
42,95402.14,100,88.6,105,71.6,21.28,0.971,0.03,37.7,5.1,622,3.41,1,7.438991,8101.29,164.69,0.01,188.62
42,96302.16,100,88.7,105,71.7,21.28,0.97,0.031,37.7,5.12,622,3.36,1,7.446986,8069.92,165.19,0.01,189.85
42,97202.18,100,88.7,105,71.7,21.28,0.971,0.031,37.7,5.12,622,3.37,1,7.443287,8078.17,165.51,0.01,191.08
42,98102.2,100,88.6,105,71.6,21.43,0.97,0.031,37.7,5.11,622,3.39,1,7.445869,8106.61,165.6,0.01,192.3
42,99002.22,103.45,88.8,105,72.4,21.43,0.971,0.031,37.7,5.13,622,3.36,1,7.452222,8145.16,165.6,0.01,193.62
42,99902.24,103.45,88.3,104,72.1,21.28,0.971,0.031,37.7,5.07,622,3.33,1,7.442838,8190.79,165.63,0.01,195.01
42,100802.26,103.45,88.2,104,71.9,21.43,0.97,0.031,37.7,5.05,622,3.31,1,7.441093,8236.47,165.58,0.01,196.54
42,101702.28,103.45,88,104,71.8,21.43,0.97,0.031,37.7,5.03,622,3.29,1,7.443596,8280.71,165.5,0.01,198.23
42,102602.3,103.45,87.9,104,71.7,21.43,0.97,0.031,37.8,5.01,622,3.28,1,7.444186,8322.84,165.43,0.01,200.06
42,103502.32,107.14,87.7,103,72.3,21.43,0.97,0.031,37.8,4.99,622,3.3,1,7.44249,8365.39,165.37,0.01,202.09
42,104402.34,107.14,87.6,103,72.1,21.43,0.97,0.03,37.8,4.97,622,3.23,1,7.441409,8405.59,165.31,0.01,204.21
42,105302.36,107.14,87.4,102,72,21.43,0.971,0.031,37.8,4.96,622,3.18,1,7.446489,8442.21,165.23,0.01,206.41
42,106202.38,107.14,87.3,102,71.9,21.43,0.97,0.031,37.8,4.94,622,3.2,1,7.451083,8475.86,165.14,0.01,208.67
42,107102.4,107.14,87.2,102,71.8,21.43,0.97,0.031,37.8,4.93,622,3.22,1,7.451246,8506.93,165.09,0.01,210.94
42,108002.42,107.14,87.1,102,71.6,21.43,0.97,0.031,37.8,4.92,622,3.16,1,7.449859,8535.9,165.05,0.01,213.21
42,108902.44,111.11,87,101,72.3,21.43,0.97,0.031,37.8,4.91,622,3.18,1,7.447027,8566.16,165.01,0.01,215.53
42,109802.46,111.11,86.9,101,72.1,21.43,0.97,0.03,37.8,4.9,622,3.2,1,7.441464,8595.04,165,0.01,217.81
42,110702.48,111.11,86.8,101,72,21.43,0.97,0.03,37.8,4.89,622,3.17,1,7.438904,8621.89,164.97,0.01,220.04
42,111602.5,111.11,86.7,101,71.9,21.43,0.97,0.03,37.8,4.88,622,3.12,1,7.439738,8647.39,164.93,0.01,222.2
42,112502.52,111.11,86.6,101,71.8,21.43,0.969,0.031,37.8,4.88,622,3.08,1,7.455325,8671.82,164.78,0.01,224.26
42,113402.54,111.11,86.5,101,71.7,21.43,0.969,0.031,37.8,4.87,622,3.1,1,7.455019,8695.48,164.75,0.01,226.16
42,114302.56,111.11,86.4,101,71.6,21.43,0.969,0.031,37.8,4.86,622,3.12,1,7.45527,8718.56,164.73,0.01,227.97
42,115202.58,115.38,86.3,100,72.3,21.43,0.969,0.031,37.8,4.86,622,3.14,1,7.455281,8741.86,164.7,0.01,229.69
42,116102.6,111.11,86.4,101,71.6,21.58,0.97,0.031,37.8,4.87,622,3.12,1,7.448845,8725.54,165.06,0.01,229.77
42,117002.62,111.11,86.5,101,71.7,21.58,0.97,0.031,37.8,4.9,622,3.17,1,7.452156,8671.9,165.68,0.01,231.3
42,117902.64,111.11,86.5,101,71.7,21.58,0.97,0.031,37.8,4.91,622,3.15,1,7.442794,8664.28,166.06,0.01,232.67
42,118802.66,111.11,86.4,101,71.5,21.74,0.971,0.031,37.8,4.9,622,3.11,1,7.452951,8682.3,166.19,0.01,233.98
42,119702.68,111.11,86.3,101,71.4,21.58,0.971,0.031,37.8,4.89,622,3.09,1,7.455092,8714.26,166.28,0.01,235.31
42,120602.7,115.38,86.1,100,72,21.58,0.97,0.031,37.8,4.89,622,3.17,1,7.442554,8757.16,166.34,0.01,236.73
42,121502.72,115.38,85.9,100,71.8,21.74,0.97,0.031,37.8,4.88,622,3.1,1,7.448939,8801.79,166.3,0.01,238.06
42,122402.74,115.38,85.7,100,71.5,21.74,0.97,0.031,37.8,4.87,622,3.07,1,7.453451,8845.88,166.25,0.01,239.41
42,123302.76,115.38,85.5,100,71.3,21.74,0.971,0.031,37.8,4.86,622,3.11,1,7.453719,8888.49,166.23,0.01,240.75
42,124202.78,115.38,85.4,100,71.1,21.74,0.97,0.031,37.8,4.85,622,3.06,1,7.444606,8929.05,166.24,0.01,242.05
42,125102.8,120,85.2,99,71.6,21.74,0.97,0.031,37.8,4.85,622,3.11,1,7.448142,8971.8,166.16,0.01,243.42
42,126002.82,120,85,99,71.3,21.74,0.97,0.031,37.8,4.84,622,3.06,1,7.452986,9011.22,166.1,0.01,244.63
42,126902.84,120,84.8,98,71.1,21.74,0.971,0.031,37.8,4.84,622,3.02,1,7.450475,9047.79,166.1,0,245.8
42,127802.86,120,84.6,98,70.9,21.74,0.97,0.031,37.8,4.83,622,3,1,7.442837,9082.55,166.08,0,246.88
42,128702.88,120,84.4,98,70.6,21.9,0.97,0.031,37.8,4.83,622,3.03,1,7.453251,9115.77,166.02,0,247.85
42,129602.9,125,84.2,97,71.2,21.9,0.97,0.031,37.8,4.84,622,3.02,1,7.445604,9149.99,166.04,0,248.73
42,130502.92,125,84.1,97,71,21.9,0.97,0.031,37.8,4.84,622,3.01,1,7.450884,9184.08,165.97,0,249.41
42,131402.94,125,83.9,97,70.8,21.9,0.97,0.031,37.8,4.85,622,2.99,1,7.443849,9215.69,166,0,249.9
42,132302.96,125,83.7,97,70.5,21.9,0.97,0.031,37.8,4.85,622,2.98,1,7.45238,9245.52,165.92,0,250.22
42,133202.98,125,83.5,97,70.3,21.9,0.97,0.031,37.8,4.86,622,2.98,1,7.445186,9274.05,165.95,0,250.39
42,134103,125,83.3,96,70,21.9,0.97,0.031,37.8,4.86,622,2.98,1,7.451924,9301.62,165.89,0,250.34
42,135003.02,130.43,83.1,96,70.5,21.9,0.97,0.031,37.8,4.87,622,3.01,1,7.452115,9328.98,165.89,0,250.07
42,135903.04,130.43,82.9,95,70.2,21.9,0.97,0.031,37.8,4.88,622,3,1,7.451666,9359.94,165.88,0,249.68
42,136803.06,130.43,82.7,95,69.9,21.9,0.97,0.031,37.8,4.89,622,2.99,1,7.451103,9388.61,165.87,0,249.1
42,137703.08,130.43,82.8,95,70,22.06,0.971,0.031,37.8,4.91,622,3.01,1,7.45095,9366.24,166.25,0,244.94
42,138603.1,130.43,82.9,96,70,22.06,0.97,0.031,37.8,4.95,622,3.05,1,7.452446,9305.85,166.92,0,243.13
42,139503.12,130.43,82.8,96,69.9,22.06,0.97,0.031,37.8,4.97,622,3.06,1,7.45076,9299.38,167.32,0,241.41
42,140403.14,130.43,82.7,96,69.6,22.22,0.97,0.031,37.8,4.98,622,3.07,1,7.449578,9322.55,167.57,0,239.82
42,141303.16,130.43,82.4,95,69.2,22.22,0.971,0.031,37.8,4.98,622,3.06,1,7.448562,9361.24,167.72,0,238.25
42,142203.18,130.43,82.1,95,68.8,22.22,0.971,0.031,37.8,4.99,622,3.06,1,7.447568,9407.34,167.82,0,236.7
42,143103.2,130.43,81.8,95,68.5,22.22,0.971,0.031,37.8,5,622,3.05,1,7.447738,9456.57,167.87,0,235.11
42,144003.22,136.36,81.5,94,68.9,22.22,0.971,0.031,37.8,5.01,622,3.08,1,7.448549,9510.77,167.89,0,233.47
42,144903.24,136.36,81.1,93,68.5,22.22,0.971,0.031,37.8,5.02,622,3.06,1,7.449723,9563.52,167.9,0,231.75
42,145803.26,136.36,80.8,93,68.1,22.22,0.971,0.031,37.8,5.03,622,3.03,1,7.451431,9613.17,167.91,0,229.99
42,146703.28,136.36,80.4,93,67.7,22.22,0.971,0.031,37.8,5.03,622,3.06,1,7.452816,9659.78,167.92,0,228.15
42,147603.3,136.36,80.1,93,67.2,22.22,0.971,0.031,37.8,5.04,622,3.01,1,7.453888,9703.52,167.96,0,226.26
42,148503.32,142.86,79.6,91,67.5,22.22,0.971,0.031,37.7,5.06,622,3.08,1,7.452981,9749.55,167.98,0,224.24
42,149403.34,142.86,79.3,91,67,22.22,0.971,0.031,37.7,5.07,622,3.06,1,7.446175,9789.82,168.04,0,219.1
42,150303.36,142.86,79,91,66.6,22.39,0.971,0.031,37.7,5.08,622,3.08,1,7.44502,9825.82,168.13,0,214.96
42,151203.38,142.86,78.7,91,66.2,22.39,0.972,0.031,37.7,5.1,622,3.06,1,7.441236,9859.43,168.22,0,211.94
42,152103.4,142.86,78.3,91,65.7,22.56,0.972,0.031,37.7,5.13,622,3.07,1,7.441314,9891.12,168.29,0,205.36
42,153003.42,142.86,78,91,65.3,22.56,0.972,0.031,37.7,5.15,622,3.05,1,7.443155,9921.09,168.32,0,203.9
42,153903.44,142.86,77.7,90,64.9,22.9,0.974,0.031,37.7,5.17,622,3.07,1,7.429696,9949.74,168.57,0,199.23
42,154803.46,150,77.3,89,65.2,22.56,0.972,0.031,37.7,5.2,622,3.12,1,7.44406,9983.79,168.43,0,195.9
42,155703.48,150,76.9,89,64.8,22.39,0.971,0.032,37.7,5.22,622,3.11,1,7.455083,10015.12,168.39,0,193.5
42,156603.5,150,76.6,88,64.3,22.39,0.971,0.032,37.7,5.25,622,3.1,1,7.452979,10044.28,168.48,0,190.49
42,157503.52,150,76.2,88,63.9,22.56,0.971,0.032,37.6,5.27,622,3.09,1,7.45057,10071.75,168.56,0,187.33
42,158403.54,150,75.8,88,63.4,22.56,0.971,0.032,37.6,5.3,622,3.09,1,7.451104,10097.83,168.64,0,184.08
42,159303.56,150,75.7,88,63.2,22.9,0.973,0.031,37.6,5.34,622,3.13,1,7.43784,10067.27,169.23,0,178.18
42,160203.58,150,75.8,88,63.1,22.73,0.973,0.031,37.6,5.41,622,3.18,1,7.436772,9999.77,169.96,0,174.13
42,161103.6,150,75.5,88,62.7,22.9,0.973,0.031,37.6,5.45,622,3.21,1,7.43698,9996.8,170.43,0,170.63
42,162003.62,150,75,87,62.2,22.9,0.973,0.031,37.6,5.47,622,3.24,1,7.436761,10026.69,170.73,0,167.41
42,162903.64,150,74.5,87,61.7,22.9,0.973,0.032,37.5,5.49,622,3.26,1,7.438268,10071.4,170.93,0,164.39
42,163803.66,157.89,73.7,85,61.6,22.9,0.973,0.032,37.5,5.49,622,3.28,1,7.439246,10126.12,171.08,0,161.48
42,164703.68,157.89,73.1,85,61,22.9,0.973,0.032,37.5,5.5,622,3.28,1,7.440497,10180.39,171.21,0,158.81
42,165603.7,157.89,72.6,84,60.5,22.9,0.973,0.032,37.5,5.52,622,3.29,1,7.440753,10230.44,171.33,0,156.41
42,166503.72,157.89,72.1,84,60.1,22.9,0.973,0.032,37.5,5.54,622,3.29,1,7.442154,10275.93,171.44,0,154.21
42,167403.74,157.89,71.6,83,59.7,22.9,0.973,0.032,37.5,5.56,622,3.29,1,7.442241,10316.99,171.55,0,152.24
42,168303.76,157.89,71.1,83,59.2,22.9,0.973,0.032,37.5,5.58,622,3.29,1,7.443515,10353.9,171.67,0,150.47
42,169203.78,157.89,70.6,82,58.8,22.9,0.974,0.032,37.5,5.61,622,3.28,1,7.443568,10387.03,171.78,0,148.89
42,170103.8,157.89,70.1,82,58.4,22.9,0.974,0.032,37.5,5.63,622,3.28,1,7.444672,10416.84,171.9,0,147.5
42,171003.82,157.89,69.6,82,58,22.9,0.974,0.032,37.4,5.66,622,3.27,1,7.444739,10443.7,172.01,0,146.3
42,171903.84,157.89,69.1,81,57.6,22.9,0.974,0.032,37.4,5.68,622,3.27,1,7.445221,10467.97,172.14,0,145.27
42,172803.86,157.89,68.7,81,57.1,22.9,0.974,0.032,37.4,5.7,622,3.27,1,7.445292,10489.94,172.25,0,141.76
42,173703.88,157.89,68.2,80,56.5,22.9,0.974,0.032,37.4,5.73,622,3.27,1,7.446337,10509.93,172.37,0,136.39
42,174603.9,157.89,67.7,80,56,22.9,0.974,0.032,37.4,5.75,622,3.27,1,7.446792,10528.19,172.49,0,131.69
42,175503.92,157.89,67.3,80,55.5,22.9,0.974,0.032,37.4,5.78,622,3.27,1,7.447677,10544.92,172.61,0,127.47
42,176403.94,166.67,66.6,78,55.7,22.9,0.974,0.033,37.4,5.79,622,3.4,1,7.451731,10565.91,172.7,0,123.6
42,177303.96,166.67,66.2,78,55.2,22.73,0.973,0.033,37.4,5.81,622,3.34,1,7.456685,10583.83,172.74,0,119.97
42,178203.98,166.67,65.7,77,54.7,22.73,0.973,0.033,37.4,5.84,622,3.41,1,7.455876,10599.05,172.87,0,116.54
42,179104,166.67,65.3,77,54.2,22.73,0.973,0.033,37.4,5.86,622,3.36,1,7.457582,10612.44,173.01,0,113.28
42,180004.02,166.67,64.9,77,53.7,22.9,0.973,0.033,37.4,5.88,622,3.42,1,7.469251,10624.59,173.1,0,110.16
42,180904.04,166.67,64.8,77,53.5,22.9,0.974,0.033,37.4,5.94,622,3.41,1,7.454516,10577.17,173.62,0,106.82
42,181804.06,166.67,65.4,77,53.9,22.9,0.974,0.033,37.4,6.05,622,3.51,1,7.457927,10434.93,174.75,0,104.04
42,182704.08,166.67,65.2,77,53.6,23.08,0.975,0.033,37.3,6.08,622,3.5,1,7.461444,10413.8,175.44,0,101.32
42,183604.1,166.67,64.6,77,53,23.08,0.975,0.034,37.3,6.09,622,3.52,1,7.460981,10451.21,175.86,0,98.67
42,184504.12,166.67,63.9,76,52.3,23.08,0.975,0.034,37.3,6.08,622,3.5,1,7.461429,10510.36,176.14,0,96.12
42,185404.14,166.67,63.3,75,51.7,23.08,0.975,0.034,37.3,6.07,622,3.49,1,7.462355,10573.96,176.35,0,93.68
42,186304.16,166.67,62.6,75,51,23.08,0.975,0.034,37.3,6.05,622,3.49,1,7.463078,10634.3,176.52,0,91.35
42,187204.18,166.67,62,74,50.4,23.08,0.975,0.034,37.3,6.05,622,3.47,1,7.463351,10688.43,176.66,0,89.13
42,188104.2,166.67,61.4,73,49.8,23.08,0.975,0.034,37.3,6.04,622,3.48,1,7.463337,10735.84,176.79,0,87
42,189004.22,166.67,60.9,73,49.3,23.08,0.975,0.034,37.3,6.04,622,3.45,1,7.463585,10776.75,176.91,0,84.97
42,189904.24,166.67,60.4,72,48.8,23.08,0.975,0.034,37.3,6.04,622,3.49,1,7.46425,10811.83,177.01,0,83.03
42,190804.26,166.67,60,72,48.4,23.08,0.975,0.034,37.3,6.04,622,3.45,1,7.464867,10841.85,177.12,0,81.18
42,191704.28,166.67,59.6,71,48,23.08,0.975,0.034,37.3,6.04,622,3.5,1,7.4663,10867.6,177.22,0,79.4
42,192604.3,166.67,59.2,71,47.6,23.08,0.975,0.034,37.3,6.05,622,3.44,1,7.466637,10889.75,177.31,0,77.71
42,193504.32,166.67,58.9,71,47.2,23.08,0.975,0.034,37.3,6.06,622,3.51,1,7.466387,10908.95,177.4,0,76.08
42,194404.34,166.67,58.5,70,46.9,23.08,0.975,0.034,37.3,6.06,622,3.44,1,7.465252,10925.67,177.49,0,74.53
42,195304.36,166.67,58.2,70,46.6,23.08,0.975,0.034,37.3,6.07,622,3.51,1,7.467151,10940.36,177.57,0,73.04
42,196204.38,166.67,57.9,70,46.3,23.08,0.975,0.034,37.3,6.08,622,3.45,1,7.467801,10953.37,177.65,0,71.62
42,197104.4,166.67,57.6,69,46,23.08,0.975,0.034,37.3,6.09,622,3.51,1,7.468361,10964.99,177.72,0,70.26
42,198004.42,166.67,57.4,69,45.7,23.08,0.975,0.035,37.3,6.1,622,3.47,1,7.478282,10975.47,177.76,0,68.96
42,198904.44,166.67,57.1,69,45.4,23.08,0.974,0.035,37.3,6.11,622,3.51,1,7.477583,10985.08,177.82,0,67.71
42,199804.46,166.67,56.9,69,45.2,23.08,0.974,0.035,37.3,6.11,622,3.48,1,7.477706,10993.92,177.89,0,66.52
42,200704.48,166.67,56.7,68,44.9,23.08,0.974,0.035,37.3,6.12,622,3.51,1,7.478131,11002.13,177.96,0,65.38
42,201604.5,166.67,56.5,68,44.7,23.08,0.974,0.035,37.3,6.13,622,3.5,1,7.47873,11009.85,178.02,0,64.28
42,202504.52,166.67,56.6,68,44.8,23.08,0.975,0.035,37.3,6.18,622,3.54,1,7.475211,10950.48,178.45,0,63.02
42,203404.54,166.67,57.3,69,45.3,23.08,0.975,0.035,37.3,6.29,622,3.6,1,7.479842,10791.46,179.52,0,62.06
42,204304.56,166.67,57.3,69,45.2,23.08,0.975,0.035,37.3,6.31,622,3.61,1,7.476629,10769.94,180.16,0,61.11
42,205204.58,166.67,56.9,69,44.8,23.26,0.975,0.035,37.3,6.3,622,3.61,1,7.476611,10812.07,180.54,0,60.17
42,206104.6,166.67,56.4,68,44.4,23.26,0.975,0.035,37.3,6.27,622,3.57,1,7.47514,10876.14,180.78,0,59.26
42,207004.62,166.67,55.9,68,43.9,23.26,0.975,0.035,37.3,6.24,622,3.59,1,7.476301,10943.42,180.94,0,58.39
42,207904.64,166.67,55.4,67,43.5,23.26,0.975,0.035,37.3,6.21,622,3.53,1,7.475825,11005.86,181.06,0,57.56
42,208804.66,166.67,55,67,43.1,23.26,0.975,0.035,37.3,6.19,622,3.57,1,7.475913,11060.62,181.15,0,56.77
42,209704.68,166.67,54.6,66,42.8,23.26,0.975,0.035,37.3,6.17,622,3.5,1,7.476606,11107.24,181.23,0,56.02
42,210604.7,166.67,54.3,66,42.5,23.26,0.975,0.035,37.3,6.15,622,3.55,1,7.476495,11146.33,181.29,0,55.31
42,211504.72,166.67,54,66,42.2,23.26,0.975,0.035,37.2,6.14,622,3.47,1,7.477233,11178.84,181.35,0,54.63
42,212404.74,166.67,53.7,65,42,23.26,0.976,0.035,37.2,6.13,622,3.53,1,7.478001,11205.82,181.39,0,53.98
42,213304.76,166.67,53.5,65,41.8,23.26,0.975,0.036,37.2,6.13,622,3.47,1,7.479502,11228.17,181.42,0,53.36
42,214204.78,166.67,53.3,65,41.6,23.26,0.975,0.036,37.2,6.12,622,3.52,1,7.48068,11246.73,181.45,0,52.77
42,215104.8,166.67,53.1,65,41.4,23.26,0.975,0.036,37.2,6.12,622,3.47,1,7.479389,11262.17,181.48,0,52.21
42,216004.82,166.67,53,65,41.3,23.26,0.975,0.035,37.2,6.12,622,3.51,1,7.475855,11275.06,181.52,0,51.67
42,216904.84,166.67,52.8,64,41.1,23.26,0.975,0.036,37.2,6.12,622,3.48,1,7.481779,11285.89,181.53,0,51.16
42,217804.86,166.67,52.7,64,41,23.26,0.976,0.035,37.2,6.12,622,3.5,1,7.47765,11295.02,181.57,0,50.67
42,218704.88,166.67,52.6,64,40.9,23.26,0.975,0.035,37.2,6.12,622,3.49,1,7.477284,11302.79,181.58,0,50.21
42,219604.9,166.67,52.4,64,40.8,23.26,0.975,0.036,37.2,6.13,622,3.5,1,7.493166,11309.45,181.55,0,49.76
42,220504.92,166.67,52.3,64,40.6,23.26,0.975,0.036,37.2,6.13,622,3.5,1,7.488972,11315.31,181.56,0,49.33
42,221404.94,166.67,52.2,64,40.5,23.26,0.975,0.036,37.2,6.13,622,3.49,1,7.489168,11320.45,181.58,0,48.92
42,222304.96,166.67,52.1,64,40.4,23.26,0.975,0.036,37.2,6.13,622,3.51,1,7.489719,11325.04,181.59,0,48.53
42,223204.98,166.67,52.1,64,40.4,23.26,0.975,0.036,37.2,6.13,622,3.49,1,7.490441,11329.2,181.61,0,48.16
42,224105,166.67,52.3,64,40.5,23.26,0.975,0.036,37.2,6.18,622,3.55,1,7.486552,11265.33,181.96,0,47.69
42,225005.02,166.67,52.7,64,40.8,23.26,0.975,0.036,37.2,6.23,622,3.54,1,7.483712,11175.78,182.59,0,47.39
42,225905.04,166.67,52.6,64,40.8,23.26,0.975,0.036,37.2,6.24,622,3.6,1,7.480923,11172.04,182.97,0,47.06
42,226805.06,166.67,52.4,64,40.6,23.44,0.976,0.036,37.2,6.23,622,3.53,1,7.481701,11204.29,183.2,0,46.73
42,227705.08,166.67,52.1,64,40.3,23.26,0.975,0.036,37.2,6.2,622,3.58,1,7.480197,11248.89,183.36,0,46.41
42,228605.1,166.67,51.9,64,40.1,23.44,0.975,0.036,37.2,6.18,622,3.49,1,7.483815,11294.89,183.46,0,46.11
42,229505.12,166.67,51.6,63,39.9,23.44,0.975,0.036,37.2,6.16,622,3.54,1,7.486483,11337.55,183.53,0,45.82
42,230405.14,166.67,51.4,63,39.7,23.44,0.976,0.036,37.2,6.14,622,3.47,1,7.490346,11375.15,183.58,0,45.55
42,231305.16,166.67,51.2,63,39.5,23.44,0.975,0.036,37.2,6.12,622,3.52,1,7.491087,11407.39,183.62,0,45.29
42,232205.18,166.67,51,62,39.3,23.44,0.976,0.037,37.2,6.11,622,3.46,1,7.493938,11434.62,183.65,0,45.05
42,233105.2,166.67,50.8,62,39.2,23.44,0.976,0.037,37.2,6.1,622,3.5,1,7.493004,11457.43,183.68,0,44.81
42,234005.22,166.67,50.7,62,39.1,23.44,0.976,0.037,37.2,6.09,622,3.46,1,7.491421,11476.44,183.71,0,44.59
42,234905.24,166.67,50.6,62,39,23.44,0.976,0.036,37.2,6.09,622,3.48,1,7.485858,11492.24,183.74,0,44.39
42,235805.26,166.67,50.5,62,38.9,23.44,0.976,0.036,37.2,6.08,622,3.46,1,7.486198,11505.36,183.73,0,44.19
42,236705.28,166.67,50.4,62,38.8,23.44,0.976,0.036,37.2,6.08,622,3.47,1,7.489529,11516.26,183.74,0,44
42,237605.3,166.67,50.3,62,38.8,23.44,0.976,0.036,37.2,6.07,622,3.47,1,7.486367,11525.34,183.76,0,43.82
42,238505.32,166.67,50.2,62,38.7,23.44,0.976,0.036,37.2,6.07,622,3.46,1,7.48776,11532.92,183.76,0,43.65
42,239405.34,166.67,50.2,62,38.6,23.44,0.976,0.036,37.2,6.07,622,3.48,1,7.488872,11539.27,183.75,0,43.48
42,240305.36,166.67,50.1,62,38.6,23.44,0.976,0.036,37.2,6.07,622,3.45,1,7.487637,11544.62,183.75,0,43.33
42,241205.38,166.67,50.1,61,38.5,23.44,0.976,0.036,37.2,6.07,622,3.48,1,7.48417,11549.17,183.76,0,43.18
42,242105.4,166.67,50,61,38.5,23.44,0.975,0.037,37.2,6.07,622,3.44,1,7.496411,11553.16,183.71,0,43.04
42,243005.42,166.67,50,61,38.4,23.26,0.975,0.037,37.2,6.07,622,3.49,1,7.493915,11556.65,183.71,0,42.91
42,243905.44,166.67,50,61,38.4,23.26,0.975,0.037,37.2,6.07,622,3.43,1,7.495405,11559.74,183.7,0,42.78
42,244805.46,166.67,49.9,61,38.4,23.44,0.975,0.037,37.2,6.07,622,3.5,1,7.497241,11562.54,183.7,0,42.66
42,245705.48,166.67,50.2,62,38.6,23.44,0.976,0.037,37.2,6.11,622,3.45,1,7.491853,11497.75,184.02,0,42.44
42,246605.5,166.67,50.6,62,38.9,23.44,0.976,0.036,37.2,6.16,622,3.55,1,7.485321,11408.65,184.61,0,42.37
42,247505.52,166.67,50.6,62,38.9,23.44,0.976,0.037,37.2,6.16,622,3.49,1,7.486281,11406.16,184.97,0,42.26
42,248405.54,166.67,50.4,62,38.7,23.44,0.976,0.037,37.2,6.15,622,3.53,1,7.486432,11439.12,185.19,0,42.14
42,249305.56,166.67,50.2,62,38.5,23.44,0.976,0.037,37.2,6.12,622,3.47,1,7.487317,11483.62,185.33,0,42.03
42,250205.58,166.67,49.9,61,38.3,23.44,0.976,0.037,37.2,6.1,622,3.49,1,7.486846,11528.87,185.43,0,41.92
42,251105.6,166.67,49.7,61,38.2,23.44,0.976,0.037,37.2,6.08,622,3.45,1,7.48615,11570.32,185.49,0,41.82
42,252005.62,166.67,49.5,61,38,23.44,0.976,0.037,37.2,6.06,622,3.46,1,7.487736,11606.41,185.54,0,41.72
42,252905.64,166.67,49.4,61,37.9,23.44,0.975,0.037,37.2,6.04,622,3.44,1,7.48848,11636.97,185.56,0,41.63
42,253805.66,166.67,49.3,61,37.8,23.44,0.976,0.037,37.2,6.03,622,3.44,1,7.492489,11662.42,185.58,0,41.55
42,254705.68,166.67,49.1,60,37.7,23.44,0.975,0.037,37.2,6.02,622,3.43,1,7.494472,11683.38,185.59,0,41.47
42,255605.7,166.67,49.1,60,37.6,23.44,0.976,0.037,37.2,6.01,622,3.42,1,7.496561,11700.48,185.59,0,41.4
42,256505.72,166.67,49,60,37.6,23.44,0.976,0.037,37.2,6,622,3.43,1,7.493718,11714.35,185.6,0,41.33
42,257405.74,166.67,48.9,60,37.5,23.62,0.976,0.037,37.2,6,622,3.41,1,7.49049,11725.5,185.61,0,41.27
42,258305.76,166.67,48.9,60,37.5,23.44,0.976,0.037,37.2,5.99,622,3.44,1,7.486456,11734.42,185.62,0,41.21
42,259205.78,166.67,48.8,60,37.4,23.62,0.976,0.037,37.2,5.99,622,3.4,1,7.494524,11741.48,185.6,0,41.16
43,0.02,73.17,81.4,93,67.9,19.48,0.981,0.03,37.1,4.66,814,3.14,0,7.468353,7010.85,159.02,1.08,7.55
43,900.04,73.17,81.5,93,68,19.35,0.981,0.031,37.2,4.68,814,3.16,0,7.480945,6985.43,159.23,1.03,7.53
43,1800.06,73.17,82.4,94,68.7,19.48,0.981,0.031,37.2,4.8,814,3.23,0,7.481,6900.65,160.11,0.99,7.56
43,2700.08,71.43,81.9,94,67.9,19.48,0.981,0.031,37.3,4.75,814,3.23,0,7.479463,6851.48,160.63,0.95,7.63
43,3600.1,71.43,82,94,68,19.48,0.981,0.031,37.4,4.76,814,3.29,0,7.478659,6827.56,160.88,0.92,7.71
